City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Inhambane,MZ,2022-08-11 05:01:35,-23.865,35.3833,68.34,82,0,4.07
298,Shumikha,RU,2022-08-11 05:01:35,55.2261,63.2961,74.75,60,62,3.11
299,Mokrousovo,RU,2022-08-11 05:01:35,55.8103,66.7653,75.65,60,9,2.71
300,Mugumu,TZ,2022-08-11 05:01:36,-1.85,34.7,63.66,64,80,7.36
301,Salalah,OM,2022-08-11 04:59:50,17.0151,54.0924,75.85,96,100,9.84
302,Alta Floresta,BR,2022-08-11 05:00:40,-9.8756,-56.0861,68.72,61,32,4.29
303,Ishigaki,JP,2022-08-11 05:01:36,24.3448,124.1572,93.33,62,40,8.05
304,Longyearbyen,SJ,2022-08-11 05:01:37,78.2186,15.6401,48.04,71,75,17.27
305,Rock Springs,US,2022-08-11 04:59:56,41.5875,-109.2029,76.23,34,73,1.01
306,Centralina,BR,2022-08-11 05:01:37,-18.5839,-49.1994,53.89,57,99,4.65
307,Kudahuvadhoo,MV,2022-08-11 05:01:37,2.6708,72.8944,81.68,73,10,2.39
308,Byron Bay,AU,2022-08-11 05:01:38,-28.65,153.6167,64.71,63,64,6.58
309,Aranos,NA,2022-08-11 04:59:37,-24.1333,19.1167,55.09,11,0,6.6
310,Tabory,RU,2022-08-11 05:01:38,58.5198,64.5495,75.61,61,18,6.44
311,Vestmannaeyjar,IS,2022-08-11 05:01:38,63.4427,-20.2734,51.51,77,98,8.77
312,Yamada,JP,2022-08-11 05:01:39,39.4667,141.95,81.52,83,97,5.1
313,Banjar,ID,2022-08-11 05:01:39,-8.19,114.9675,83.62,79,75,0.94
314,Noumea,NC,2022-08-11 05:01:37,-22.2763,166.4572,71.58,55,3,13.87
315,Saint Anthony,US,2022-08-11 05:00:10,45.0205,-93.218,72.81,69,0,0.0
316,Sertaozinho,BR,2022-08-11 04:57:47,-21.1378,-47.9903,51.91,82,0,1.16
317,Sciacca,IT,2022-08-11 05:02:40,37.5082,13.0881,75.04,64,0,3.53
318,Namatanai,PG,2022-08-11 05:02:40,-3.6667,152.4333,82.99,73,98,6.64
319,Flin Flon,CA,2022-08-11 05:02:40,54.7682,-101.865,53.38,81,0,6.08
320,Fortuna,US,2022-08-11 05:02:41,40.5982,-124.1573,63.36,92,100,4.61
321,Ambon,ID,2022-08-11 05:02:41,-3.6954,128.1814,84.34,74,40,4.61
322,Anadyr,RU,2022-08-11 05:02:41,64.75,177.4833,73.9,49,0,2.24
323,Ankang,CN,2022-08-11 05:02:42,32.68,109.0172,100.8,35,44,3.09
324,Waitati,NZ,2022-08-11 05:02:42,-45.75,170.5667,44.8,67,73,3.29
325,Yulara,AU,2022-08-11 05:02:42,-25.2406,130.9889,62.62,25,73,7.85
326,Umm Kaddadah,SD,2022-08-11 05:02:43,13.6017,26.6876,79.61,70,98,10.02
327,Cotusca,RO,2022-08-11 05:02:43,48.1333,26.85,59.59,81,61,9.66
328,Micheweni,TZ,2022-08-11 05:02:43,-4.9667,39.8333,75.4,80,70,10.56
329,Ugoofaaru,MV,2022-08-11 05:02:44,5.6667,73.0,81.95,80,47,11.52
330,Lamas,PE,2022-08-11 05:02:44,-6.4167,-76.5333,63.01,100,86,1.74
331,Ustikolina,BA,2022-08-11 05:02:44,43.5836,18.79,60.37,86,51,1.14
332,Biscarrosse,FR,2022-08-11 05:02:45,44.3945,-1.1672,66.15,48,0,3.44
333,Stara Zagora,BG,2022-08-11 05:02:45,42.4328,25.6419,67.8,64,7,4.52
334,Pitimbu,BR,2022-08-11 05:02:45,-7.4706,-34.8086,72.79,88,51,6.4
335,Ihosy,MG,2022-08-11 05:02:46,-22.4,46.1167,56.57,77,39,9.15
336,Guanica,PR,2022-08-11 05:02:46,17.9716,-66.908,80.98,82,100,7.27
337,Sheltozero,RU,2022-08-11 05:02:46,61.3667,35.3667,61.29,68,100,14.5
338,Fort-Shevchenko,KZ,2022-08-11 05:02:47,44.5086,50.263,86.58,38,0,17.38
339,Ust-Kuyga,RU,2022-08-11 05:02:47,70.0167,135.6,60.85,70,100,11.88
340,Padang,ID,2022-08-11 05:02:47,-0.9492,100.3543,87.85,65,79,6.2
341,San Joaquin,US,2022-08-11 05:02:48,37.9333,-121.3011,72.23,62,0,9.22
342,Maumere,ID,2022-08-11 05:02:48,-8.6199,122.2111,81.81,73,87,2.66
343,Chicama,PE,2022-08-11 05:01:16,-7.8447,-79.1469,62.13,83,87,4.05
344,Narsaq,GL,2022-08-11 05:02:48,60.9167,-46.05,46.62,87,100,6.51
345,Nandi Hills,KE,2022-08-11 05:02:49,0.1066,35.1838,58.96,81,86,3.09
346,Itarema,BR,2022-08-11 05:02:49,-2.9248,-39.9167,75.88,82,86,13.65
347,Cabra,ES,2022-08-11 05:02:49,37.4725,-4.4421,68.67,82,0,2.06
348,Vila,PT,2022-08-11 05:02:50,42.0304,-8.1588,55.71,91,3,2.93
349,Saint-Leu,RE,2022-08-11 05:02:50,-21.15,55.2833,69.67,66,20,8.66
350,Hit,IQ,2022-08-11 05:02:50,33.6416,42.8251,89.74,37,0,20.13
351,Tema,GH,2022-08-11 05:02:51,5.667,-0.0166,73.06,83,100,7.67
352,Vostok,RU,2022-08-11 05:02:51,46.4856,135.8833,70.21,58,57,7.52
353,Loandjili,CG,2022-08-11 05:02:51,-4.7561,11.8578,70.39,89,63,5.35
354,Batagay-Alyta,RU,2022-08-11 05:02:52,67.8006,130.4114,72.7,41,61,5.66
355,Uhlove,UA,2022-08-11 05:02:52,44.8215,33.6045,76.01,65,68,8.66
356,Kim,TJ,2022-08-11 05:02:52,40.208,70.4688,82.89,20,5,16.98
357,Carballo,ES,2022-08-11 05:02:52,43.213,-8.691,65.62,95,51,1.92
358,Jurm,AF,2022-08-11 05:02:53,36.8648,70.8342,77.04,31,0,5.01
359,Ojinaga,MX,2022-08-11 05:02:53,29.5667,-104.4167,90.41,37,0,11.5
360,Knysna,ZA,2022-08-11 05:02:53,-34.0363,23.0471,54.37,93,98,4.18
361,Lorengau,PG,2022-08-11 05:01:21,-2.0226,147.2712,84.18,69,77,2.04
362,Roma,US,2022-08-11 05:00:02,43.2128,-75.4557,64.67,93,43,1.01
363,Dukat,RU,2022-08-11 05:03:54,62.55,155.55,56.91,66,100,7.7
364,Arraial Do Cabo,BR,2022-08-11 05:03:18,-22.9661,-42.0278,68.18,56,56,25.79
365,Abu Kamal,SY,2022-08-11 05:03:54,34.4506,40.9171,83.77,40,0,14.07
366,Kpandae,GH,2022-08-11 05:03:55,8.4689,-0.0113,71.04,95,100,6.26
367,Pringsewu,ID,2022-08-11 05:03:55,-5.3582,104.9744,89.64,53,42,3.76
368,Gull Lake,CA,2022-08-11 05:03:55,50.1001,-108.4847,76.98,33,100,13.47
369,College,US,2022-08-11 05:03:56,64.8569,-147.8028,64.38,48,20,3.44
370,Zaysan,KZ,2022-08-11 05:03:56,47.4667,84.8667,89.31,19,0,11.45
371,Cuamba,MZ,2022-08-11 05:02:16,-14.8031,36.5372,64.67,68,0,1.39
372,La Rochelle,FR,2022-08-11 05:03:56,46.1667,-1.15,66.87,48,0,8.05
373,Lavrentiya,RU,2022-08-11 05:03:57,65.5833,-171.0,47.44,87,64,4.76
374,Forio,IT,2022-08-11 05:03:57,40.7342,13.8646,77.43,77,15,8.01
375,Port Blair,IN,2022-08-11 05:03:57,11.6667,92.75,84.29,72,100,17.18
376,Rodas,CU,2022-08-11 05:03:58,22.3408,-80.5572,74.59,91,65,7.02
377,Praia Da Vitoria,PT,2022-08-11 05:03:58,38.7333,-27.0667,68.76,85,39,9.86
378,Shingu,JP,2022-08-11 05:03:58,33.7333,135.9833,86.95,66,76,6.31
379,Lashio,MM,2022-08-11 05:03:59,22.9333,97.75,84.65,57,56,3.15
380,San Luis,AR,2022-08-11 05:03:59,-33.295,-66.3356,47.3,50,0,3.91
381,Abyek,IR,2022-08-11 05:03:59,36.0667,50.55,76.17,49,0,4.29
382,Ola,RU,2022-08-11 05:04:00,59.5833,151.2833,64.15,79,100,2.95
383,Del Rio,US,2022-08-11 05:04:00,29.3627,-100.8968,86.11,50,0,11.5
384,Ballina,AU,2022-08-11 05:04:00,-28.8667,153.5667,64.78,83,81,5.59
385,Siyabuswa,ZA,2022-08-11 05:04:01,-25.1132,29.0445,53.62,45,0,1.92
386,Santa Clara,CU,2022-08-11 05:04:01,22.4,-79.9667,74.86,94,20,5.75
387,Murgab,TM,2022-08-11 05:04:01,37.4966,61.9714,87.6,19,0,11.97
388,Baykit,RU,2022-08-11 05:04:02,61.67,96.37,66.34,37,59,10.13
389,Huarmey,PE,2022-08-11 05:04:02,-10.0681,-78.1522,61.57,86,39,5.08
390,Singaraja,ID,2022-08-11 05:04:03,-8.112,115.0882,82.99,77,86,2.15
391,Moose Factory,CA,2022-08-11 05:04:03,51.2585,-80.6094,55.85,68,100,12.03
392,Pyinmana,MM,2022-08-11 05:04:03,19.7333,96.2167,85.01,72,29,4.9
393,Alpinopolis,BR,2022-08-11 05:04:04,-20.8636,-46.3881,45.75,74,79,4.83
394,Pampierstad,ZA,2022-08-11 05:04:04,-27.7832,24.6877,52.81,30,52,5.32
395,Kloulklubed,PW,2022-08-11 05:04:05,7.0419,134.2556,77.5,67,33,2.01
396,Kokstad,ZA,2022-08-11 05:03:20,-30.5472,29.4241,48.56,57,74,4.34
397,Nabire,ID,2022-08-11 05:04:05,-3.3667,135.4833,77.29,86,100,1.03
398,Nguruka,TZ,2022-08-11 05:04:06,-5.1092,31.0419,66.74,43,36,6.82
399,Taltal,CL,2022-08-11 05:04:06,-25.4,-70.4833,56.77,76,55,1.86
400,Birjand,IR,2022-08-11 05:04:07,32.8663,59.2211,76.12,24,0,16.67
401,Bilibino,RU,2022-08-11 05:04:07,68.0546,166.4372,74.26,48,43,11.14
402,Comitancillo,GT,2022-08-11 05:04:08,15.0833,-91.7167,58.82,96,100,1.16
403,Barra,BR,2022-08-11 05:04:08,-11.0894,-43.1417,69.48,47,0,6.96
404,Kempele,FI,2022-08-11 05:04:08,64.9131,25.5034,62.62,82,100,5.75
405,Cravo Norte,CO,2022-08-11 05:04:08,6.3017,-70.2041,71.92,96,86,1.12
406,Bekhteyevka,RU,2022-08-11 05:04:09,50.8072,37.2085,67.1,72,100,15.12
407,Urucara,BR,2022-08-11 05:04:09,-2.5364,-57.76,73.13,62,95,0.63
408,Omsukchan,RU,2022-08-11 05:04:09,62.5333,155.8,58.53,67,100,9.57
409,Coquimbo,CL,2022-08-11 05:04:02,-29.9533,-71.3436,49.73,100,95,0.0
410,Karachi,PK,2022-08-11 05:05:10,24.9056,67.0822,89.42,79,75,4.61
411,Saint-Joseph,RE,2022-08-11 05:05:10,-21.3667,55.6167,69.21,76,47,16.82
412,Koygorodok,RU,2022-08-11 05:05:11,60.445,50.9968,57.63,84,95,7.14
413,Acapulco,MX,2022-08-11 05:00:19,16.8634,-99.8901,81.09,80,100,2.89
414,Phek,IN,2022-08-11 05:05:11,25.6667,94.5,79.72,49,42,1.28
415,Luocheng,CN,2022-08-11 05:05:11,29.3848,104.0286,95.38,50,56,2.93
416,Togur,RU,2022-08-11 05:05:12,58.3631,82.8265,63.84,59,51,10.74
417,Marienburg,PL,2022-08-11 05:05:12,54.0359,19.0266,64.87,72,79,1.92
418,Mayo,US,2022-08-11 05:05:12,38.8876,-76.5119,74.95,93,20,4.61
419,Champerico,GT,2022-08-11 05:05:13,14.3,-91.9167,78.17,76,99,6.64
420,Codrington,AU,2022-08-11 05:05:13,-38.2667,141.9667,57.96,62,86,13.87
421,Tuy Hoa,VN,2022-08-11 05:05:13,13.0833,109.3,90.63,55,90,7.54
422,Hamilton,US,2022-08-11 05:05:14,39.1834,-84.5333,71.67,92,0,6.91
423,Beloha,MG,2022-08-11 05:05:14,-25.1667,45.05,66.67,53,0,12.03
424,Kamaishi,JP,2022-08-11 05:05:14,39.2667,141.8833,81.1,84,93,8.03
425,Melfi,IT,2022-08-11 05:05:15,40.9965,15.6514,61.48,72,33,2.89
426,Narok,KE,2022-08-11 05:05:15,-1.0783,35.8601,58.06,82,100,8.63
427,Severnoye,RU,2022-08-11 05:05:15,56.3491,78.3619,72.27,73,53,10.09
428,Henties Bay,NA,2022-08-11 05:05:16,-22.116,14.2845,51.58,90,3,2.33
429,Villanueva De La Serena,ES,2022-08-11 05:05:16,38.9766,-5.7974,66.85,64,0,1.48
430,Shelburne,CA,2022-08-11 05:05:16,44.0787,-80.2041,65.12,80,4,8.41
431,Pedasi,PA,2022-08-11 05:05:17,7.5333,-80.0333,78.06,83,100,4.21
432,Iskateley,RU,2022-08-11 05:05:17,67.6803,53.1512,60.49,61,100,13.29
433,Lasa,IT,2022-08-11 05:05:17,46.6166,10.7002,60.69,93,40,1.03
434,Pryazha,RU,2022-08-11 05:05:18,61.6926,33.6216,61.93,76,100,9.44
435,Coihaique,CL,2022-08-11 05:05:18,-45.5752,-72.0662,40.95,81,0,3.44
436,Maceio,BR,2022-08-11 05:04:11,-9.6658,-35.7353,71.04,88,20,3.44
437,Jalu,LY,2022-08-11 05:05:18,29.0331,21.5482,77.81,34,0,6.67
438,Katangli,RU,2022-08-11 05:05:19,51.7102,143.2326,62.55,74,64,8.08
439,Kyra,RU,2022-08-11 05:05:19,49.5776,111.9753,69.66,50,74,5.17
440,Naila,DE,2022-08-11 05:05:19,50.3167,11.7,58.05,71,0,3.0
441,Uige,AO,2022-08-11 05:05:20,-7.6087,15.0613,59.68,93,23,3.58
442,Krasnoselkup,RU,2022-08-11 05:05:20,65.7,82.4667,59.59,46,74,12.91
443,Bogo,PH,2022-08-11 05:05:20,11.0517,124.0055,86.95,66,19,2.24
444,Muscat,OM,2022-08-11 05:02:02,23.6139,58.5922,94.12,57,100,4.52
445,Salinopolis,BR,2022-08-11 05:05:21,-0.6136,-47.3561,77.97,85,76,9.42
446,Fairbanks,US,2022-08-11 05:05:21,64.8378,-147.7164,64.4,50,0,3.44
447,Cabreuva,BR,2022-08-11 05:00:47,-23.3075,-47.1328,56.59,94,100,6.31
448,Bunia,CD,2022-08-11 05:00:22,1.5667,30.25,64.44,92,100,4.34
449,Coahuayana,MX,2022-08-11 05:05:22,18.7333,-103.6833,78.42,87,100,3.13
450,Chipping Sodbury,GB,2022-08-11 05:05:22,51.5381,-2.3938,65.52,70,0,4.29
451,Adrar,MR,2022-08-11 05:05:22,20.5022,-10.0711,89.11,33,82,6.13
452,Pacific Grove,US,2022-08-11 05:05:23,36.6177,-121.9166,64.51,87,0,8.05
453,Fort Nelson,CA,2022-08-11 05:04:47,58.8053,-122.7002,66.54,59,95,5.82
454,Diamantino,BR,2022-08-11 05:05:23,-14.4086,-56.4461,57.74,57,99,3.51
455,High Level,CA,2022-08-11 05:00:51,58.5169,-117.136,65.34,53,10,1.25
456,Saint-Pierre,RE,2022-08-11 05:05:23,-21.3393,55.4781,70.29,64,20,18.41
457,Hato,CO,2022-08-11 05:06:24,6.543,-73.3083,61.47,97,82,2.66
458,Artyom,AZ,2022-08-11 05:06:24,40.4723,50.333,87.94,59,0,9.42
459,Petropavlovsk-Kamchatskiy,RU,2022-08-11 05:06:24,53.0452,158.6483,64.99,68,75,8.95
460,Raudeberg,NO,2022-08-11 05:06:25,61.9875,5.1352,56.07,91,100,20.22
461,Port Hawkesbury,CA,2022-08-11 05:06:25,45.6169,-61.3485,62.62,97,100,4.61
462,Jaciara,BR,2022-08-11 05:06:25,-15.9653,-54.9683,54.9,56,100,3.51
463,Gambela,ET,2022-08-11 05:06:26,8.25,34.5833,69.66,97,100,4.99
464,Saquarema,BR,2022-08-11 05:06:26,-22.92,-42.5103,64.81,60,42,19.62
465,Deloraine,AU,2022-08-11 05:06:26,-41.5333,146.6667,54.39,75,100,2.82
466,Dingle,PH,2022-08-11 05:06:27,10.9995,122.6711,86.61,69,72,5.84
467,Sandanski,BG,2022-08-11 05:06:27,41.5667,23.2833,70.32,63,49,4.74
468,Copiapo,CL,2022-08-11 05:06:27,-27.3667,-70.3333,47.89,45,92,1.36
469,Kidal,ML,2022-08-11 05:06:28,18.4411,1.4078,87.37,39,49,7.23
470,Le Port,RE,2022-08-11 05:06:28,-20.9373,55.2919,71.62,62,19,6.06
471,Marathon,US,2022-08-11 05:02:10,44.9,-89.7668,64.15,73,0,5.75
472,Hauterive,FR,2022-08-11 05:03:57,46.0901,3.4459,57.96,52,0,2.26
473,Kapit,MY,2022-08-11 05:06:29,2.0167,112.9333,94.41,49,43,1.92
474,Olafsvik,IS,2022-08-11 05:06:29,64.8945,-23.7142,49.14,80,100,8.34
475,Aquiraz,BR,2022-08-11 05:06:29,-3.9014,-38.3911,75.29,83,15,9.66
476,Ayan,RU,2022-08-11 05:06:30,56.45,138.1667,55.78,94,100,8.37
477,Alpine,US,2022-08-11 05:06:30,32.835,-116.7664,75.96,54,0,0.0
478,Chiman,PK,2022-08-11 05:06:30,32.5463,73.8138,86.38,73,97,8.34
479,Mafinga,TZ,2022-08-11 05:05:08,-7.25,35.0667,64.36,57,99,3.76
480,Atambua,ID,2022-08-11 05:06:31,-9.1061,124.8925,82.67,56,47,2.46
481,Palana,RU,2022-08-11 05:06:31,59.1167,159.9667,52.88,90,100,3.78
482,Kataysk,RU,2022-08-11 05:06:31,56.289,62.5841,77.13,55,24,6.87
483,Belaya Gora,RU,2022-08-11 05:06:32,68.5333,146.4167,70.79,52,87,8.55
484,Novovorontsovka,UA,2022-08-11 05:06:32,47.5004,33.9175,76.93,50,52,13.35
485,Eydhafushi,MV,2022-08-11 05:06:32,5.1033,73.0708,81.82,80,44,10.42
486,Santa Rosa,PH,2022-08-11 05:06:33,14.3122,121.1114,90.09,64,99,5.93
487,Luderitz,NA,2022-08-11 05:06:33,-26.6481,15.1594,53.8,65,6,10.36
488,Macas,EC,2022-08-11 05:01:33,-2.3167,-78.1167,64.36,98,100,2.51
489,Bilma,NE,2022-08-11 05:06:34,18.6853,12.9164,91.33,15,64,18.72
490,Touros,BR,2022-08-11 05:06:34,-5.1989,-35.4608,72.75,91,47,8.95
491,Sweetwater,US,2022-08-11 05:06:34,25.7634,-80.3731,84.22,81,20,10.36
492,Araouane,ML,2022-08-11 05:06:35,18.9048,-3.5265,91.31,39,11,7.9
493,Half Moon Bay,US,2022-08-11 05:06:35,37.4636,-122.4286,67.91,83,100,18.41
494,Isangel,VU,2022-08-11 05:06:35,-19.55,169.2667,71.96,57,1,15.52
495,Linjiang,CN,2022-08-11 05:06:35,41.8069,126.9078,82.89,42,48,5.86
496,Los Llanos De Aridane,ES,2022-08-11 05:06:36,28.6585,-17.9182,66.13,93,0,4.61
497,Jacqueville,CI,2022-08-11 05:06:36,5.2052,-4.4146,75.04,87,98,11.1
498,Ranfurly,NZ,2022-08-11 05:06:36,-45.1333,170.1,39.11,70,62,2.64
499,Whitefish,US,2022-08-11 05:06:37,48.4111,-114.3376,70.77,81,0,0.0
500,Saint-Francois,FR,2022-08-11 05:05:10,46.4154,3.9054,55.67,87,0,2.3
501,Liku,ID,2022-08-11 05:06:37,-0.7275,119.8922,86.22,66,89,2.89
502,El Alto,PE,2022-08-11 05:06:38,-4.2714,-81.2147,60.58,88,97,13.15
503,Parry Sound,CA,2022-08-11 05:06:38,45.3501,-80.033,62.62,81,27,9.26
504,Lalmohan,BD,2022-08-11 05:06:38,22.3384,90.7419,81.07,85,98,25.86
505,Ancud,CL,2022-08-11 05:07:38,-41.8697,-73.8203,51.22,95,100,14.34
506,Biltine,TD,2022-08-11 05:07:39,14.5333,20.9167,78.71,72,98,4.36
507,Fasa,IR,2022-08-11 05:02:57,28.9383,53.6482,92.93,19,14,4.07
508,Nowy Sacz,PL,2022-08-11 05:07:39,49.6218,20.6971,57.81,71,82,1.95
509,Ayame,CI,2022-08-11 05:07:40,5.6083,-3.1563,70.25,96,87,3.24
510,Florian,CO,2022-08-11 05:07:40,5.8049,-73.9703,57.81,85,38,5.64
511,Kedougou,SN,2022-08-11 05:07:40,12.5579,-12.1743,74.79,95,98,2.66
512,Sabang,ID,2022-08-11 05:07:41,5.8933,95.3214,82.18,71,94,8.03
513,Dwarka,IN,2022-08-11 05:07:41,22.2394,68.9678,84.97,77,100,8.75
514,Targu Ocna,RO,2022-08-11 05:07:41,46.2833,26.6167,61.12,77,4,5.08
515,Lieksa,FI,2022-08-11 05:07:42,63.3167,30.0167,61.34,82,100,14.45
516,Laguna,US,2022-08-11 05:07:42,38.421,-121.4238,77.31,59,0,9.22
517,Chihuahua,MX,2022-08-11 05:07:42,28.5,-106.0,78.37,41,66,1.14
518,Springfield,US,2022-08-11 05:05:22,37.2153,-93.2982,71.46,79,0,9.22
519,Avera,US,2022-08-11 05:07:43,33.194,-82.5271,71.65,68,100,3.27
520,Hokitika,NZ,2022-08-11 05:07:43,-42.7167,170.9667,49.78,55,2,1.61
521,Saldanha,ZA,2022-08-11 05:05:07,-33.0117,17.9442,54.91,90,100,2.98
522,Mumbwa,ZM,2022-08-11 05:07:44,-14.9783,27.0619,57.65,46,0,4.7
523,Staraya Poltavka,RU,2022-08-11 05:07:44,50.4772,46.4814,80.24,39,79,12.19
524,Tomigusuku,JP,2022-08-11 05:07:44,26.185,127.675,87.93,76,75,5.75
525,Boma,GH,2022-08-11 05:07:45,7.0805,-2.1697,69.13,97,85,2.24
526,Chaohu,CN,2022-08-11 05:07:45,31.6,117.8667,98.83,44,82,11.18
527,Arlit,NE,2022-08-11 05:07:45,18.7369,7.3853,93.36,32,60,9.98
528,Santa Cruz,BO,2022-08-11 05:07:24,-17.8,-63.1667,51.57,41,0,2.82
529,Palma,ES,2022-08-11 05:03:12,39.5694,2.6502,76.21,75,0,4.0
530,Maragogi,BR,2022-08-11 05:07:46,-9.0122,-35.2225,70.95,89,21,2.64
531,Nago,JP,2022-08-11 05:07:46,26.5881,127.9761,88.23,70,95,1.45
532,Dudinka,RU,2022-08-11 05:07:46,69.4058,86.1778,52.63,57,100,6.35
533,Svetlogorsk,BY,2022-08-11 05:07:47,52.6333,29.7333,62.06,73,65,10.2
534,Vilhena,BR,2022-08-11 05:07:47,-12.7406,-60.1458,56.84,65,4,3.78
535,Keith,GB,2022-08-11 05:07:47,57.5363,-2.9481,54.88,76,4,4.94
536,Samana,DO,2022-08-11 05:07:48,19.2056,-69.3369,77.9,88,89,8.16
537,Tucuma,BR,2022-08-11 05:05:21,-0.1833,-50.05,75.65,92,60,4.85
538,Kahului,US,2022-08-11 05:03:03,20.8947,-156.47,80.62,74,20,20.71
539,Lang Son,VN,2022-08-11 05:07:48,21.8333,106.7333,74.52,95,100,4.54
540,Dalnerechensk,RU,2022-08-11 05:07:49,45.9339,133.7225,77.61,63,69,11.86
541,Zhezkazgan,KZ,2022-08-11 05:07:49,47.8043,67.7144,73.38,53,20,13.42
542,Wuan,CN,2022-08-11 05:07:49,31.6836,112.0044,103.51,33,89,16.87
543,Manado,ID,2022-08-11 05:07:19,1.487,124.8455,88.57,66,40,4.61
544,Kintampo,GH,2022-08-11 05:07:50,8.0563,-1.7306,70.36,89,85,7.16
545,Puerto Madryn,AR,2022-08-11 05:07:50,-42.7692,-65.0385,49.06,55,20,10.16
546,Alyangula,AU,2022-08-11 05:07:51,-13.8483,136.4192,78.82,71,79,12.1
547,Kursk,RU,2022-08-11 05:05:25,51.7303,36.1939,66.74,88,0,8.99
548,Bislig,PH,2022-08-11 05:07:51,8.2167,126.2833,83.44,82,96,5.44
549,Atasu,KZ,2022-08-11 05:08:51,48.6814,71.6433,69.66,54,79,11.7
550,Tam Ky,VN,2022-08-11 05:08:52,15.5667,108.4833,83.77,76,100,5.46
551,Araguari,BR,2022-08-11 05:05:07,-18.6472,-48.1872,47.68,62,90,5.48
552,Lazaro Cardenas,MX,2022-08-11 05:08:03,17.9583,-102.2,79.9,78,100,2.48
553,Jiayuguan,CN,2022-08-11 05:08:52,39.8167,98.3,86.32,38,56,11.5
554,Iralaya,HN,2022-08-11 05:08:53,15.0,-83.2333,80.28,88,100,10.98
555,Kelvington,CA,2022-08-11 05:08:53,52.1667,-103.5343,59.85,57,97,9.01
556,Liverpool,GB,2022-08-11 05:08:53,53.4106,-2.9779,60.62,87,0,4.61
557,Mandalgovi,MN,2022-08-11 05:08:54,45.7625,106.2708,76.06,37,42,9.78
558,Hasaki,JP,2022-08-11 05:08:54,35.7333,140.8333,95.29,80,53,23.82
559,Burnie,AU,2022-08-11 05:08:54,-41.0667,145.9167,52.95,89,100,12.75
560,Warkworth,NZ,2022-08-11 05:08:55,-36.4,174.6667,55.44,65,25,8.48
561,Douglas,US,2022-08-11 05:07:46,41.3,-96.167,78.67,72,0,4.61
562,Seoul,KR,2022-08-11 05:05:32,37.5683,126.9778,78.24,91,100,3.85
563,Hobyo,SO,2022-08-11 05:08:55,5.3505,48.5268,78.39,75,80,22.26
564,Khipro,PK,2022-08-11 05:08:55,25.8285,69.3772,97.74,48,79,11.79
565,Tra Vinh,VN,2022-08-11 05:04:42,9.9347,106.3453,81.82,78,100,8.16
566,Sao Joao Da Barra,BR,2022-08-11 05:04:30,-21.6403,-41.0511,70.03,45,88,21.12
567,Gornopravdinsk,RU,2022-08-11 05:08:56,60.05,69.9,71.69,43,55,5.23
568,Tabou,CI,2022-08-11 05:08:56,4.423,-7.3528,73.62,83,77,6.35
569,Port Keats,AU,2022-08-11 05:08:57,-14.25,129.55,84.88,49,10,11.01
570,Bukachacha,RU,2022-08-11 05:08:57,52.9833,116.9167,68.31,49,96,6.13
