City_ID,City_ID,City_ID.1,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
313,313,313,Le Mans,FR,48.0,0.2,66.13,52,0,2.3,clear sky
314,314,314,Fenoarivo,MG,-18.933,47.4354,53.67,87,75,8.05,broken clouds
315,315,315,Clarence Town,AU,-32.5833,151.7833,58.86,93,100,0.87,light rain
316,316,316,Isangel,VU,-19.55,169.2667,74.66,54,57,16.51,broken clouds
317,317,317,Hukuntsi,BW,-24.0,21.75,58.28,24,0,11.41,clear sky
318,318,318,Chicama,PE,-7.8447,-79.1469,59.54,79,73,6.91,broken clouds
319,319,319,Kutum,SD,14.2,24.6667,75.18,67,100,9.89,overcast clouds
320,320,320,Bonavista,CA,48.6499,-53.1147,57.63,91,100,10.49,overcast clouds
321,321,321,Chandbali,IN,20.7833,86.7667,79.23,85,99,7.18,moderate rain
322,322,322,Funadhoo,MV,6.15,73.2667,81.5,81,36,11.95,scattered clouds
323,323,323,Rahuri,IN,19.3833,74.65,74.8,84,73,23.29,broken clouds
324,324,324,Venado Tuerto,AR,-33.7456,-61.9688,50.77,82,0,8.5,clear sky
325,325,325,Senanga,ZM,-16.1167,23.2667,57.11,41,4,5.73,clear sky
326,326,326,Pangody,RU,65.85,74.4859,58.12,55,100,13.82,overcast clouds
327,327,327,Katobu,ID,-4.9408,122.5276,83.61,72,23,5.01,few clouds
328,328,328,Hermsdorf,DE,50.9,11.8667,56.53,60,0,3.69,clear sky
329,329,329,Eureka,US,40.8021,-124.1637,68.67,79,4,5.99,clear sky
330,330,330,Beyneu,KZ,45.3167,55.2,80.74,25,0,3.8,clear sky
331,331,331,Iqaluit,CA,63.7506,-68.5145,47.93,76,20,5.75,few clouds
332,332,332,Sobolevo,RU,54.4299,31.8996,55.11,76,0,6.35,clear sky
333,333,333,Torbay,CA,47.6666,-52.7314,58.26,95,100,6.91,overcast clouds
334,334,334,Yurimaguas,PE,-5.9,-76.0833,74.43,77,43,1.34,scattered clouds
335,335,335,Sibu,MY,2.3,111.8167,82.71,83,40,5.75,scattered clouds
336,336,336,Marsh Harbour,BS,26.5412,-77.0636,82.47,71,2,11.5,clear sky
337,337,337,Baruun-Urt,MN,46.6806,113.2792,69.75,55,77,7.9,broken clouds
338,338,338,Honningsvag,NO,70.9821,25.9704,49.75,87,100,37.98,moderate rain
339,339,339,Jasper,US,37.2001,-94.3502,78.89,59,0,3.44,clear sky
340,340,340,Lagos,NG,6.5833,3.75,75.52,89,100,5.46,overcast clouds
341,341,341,Igbo Ora,NG,7.4333,3.2833,71.51,93,100,3.58,overcast clouds
342,342,342,Harbour Breton,CA,47.4833,-55.7983,58.77,92,100,6.29,overcast clouds
343,343,343,Ilava,SK,48.9977,18.2353,57.63,84,16,4.97,few clouds
344,344,344,Pangnirtung,CA,66.1451,-65.7125,49.42,71,33,2.42,scattered clouds
345,345,345,Hasaki,JP,35.7333,140.8333,91.29,74,27,24.76,scattered clouds
346,346,346,Huilong,CN,31.8111,121.655,89.62,69,89,5.82,overcast clouds
347,347,347,Ladovskaya Balka,RU,45.6297,41.4023,72.57,59,66,9.15,broken clouds
348,348,348,Oussouye,SN,12.485,-16.5469,78.96,84,100,6.22,light rain
349,349,349,Baghdad,IQ,33.3406,44.4009,85.91,35,0,17.27,clear sky
350,350,350,Rorvik,NO,64.8621,11.2373,53.44,77,40,15.73,scattered clouds
351,351,351,Naze,JP,28.3667,129.4833,86.92,70,68,2.89,broken clouds
352,352,352,Miri,MY,4.4148,114.0089,89.74,74,40,6.91,scattered clouds
353,353,353,Eslov,SE,55.8393,13.3039,60.03,92,0,2.33,clear sky
354,354,354,Shingu,JP,33.7333,135.9833,82.31,86,99,3.98,overcast clouds
355,355,355,Aksarka,RU,66.5606,67.7975,55.02,94,100,11.88,overcast clouds
356,356,356,Santa Maria,BR,-29.6842,-53.8069,49.3,100,0,4.61,clear sky
357,357,357,Charters Towers,AU,-20.1,146.2667,74.97,44,0,9.24,clear sky
358,358,358,Olafsvik,IS,64.8945,-23.7142,49.59,91,100,6.82,overcast clouds
359,359,359,Sisimiut,GL,66.9395,-53.6735,40.57,91,46,5.99,scattered clouds
360,360,360,Ust-Donetskiy,RU,47.6419,40.8718,77.43,39,100,12.28,overcast clouds
361,361,361,Hofn,IS,64.2539,-15.2082,50.67,86,85,5.53,overcast clouds
362,362,362,Palu,ID,-0.8917,119.8707,87.67,66,97,1.72,overcast clouds
363,363,363,Bantou,CN,26.2151,117.4893,93.69,51,3,2.24,clear sky
364,364,364,Huanren,CN,41.2647,125.3667,80.67,58,57,1.79,broken clouds
365,365,365,Mgandu,TZ,-5.95,34.1333,57.04,73,82,8.14,broken clouds
366,366,366,Anchorage,US,61.2181,-149.9003,64.65,84,100,6.91,light rain
367,367,367,Calatayud,ES,41.3535,-1.6432,78.19,39,0,2.89,clear sky
368,368,368,Blind River,CA,46.1834,-82.9582,64.51,64,0,8.37,clear sky
369,369,369,Ostrovnoy,RU,68.0531,39.5131,50.79,83,21,16.8,few clouds
370,370,370,Lamar,US,33.6668,-95.5836,86.99,58,40,11.5,scattered clouds
371,371,371,Bani,DO,18.2833,-70.3333,80.85,80,20,9.19,few clouds
372,372,372,Wanning,CN,18.8003,110.3967,83.57,82,100,9.1,light rain
373,373,373,Luangwa,ZM,-15.6167,30.4167,58.66,64,0,1.86,clear sky
374,374,374,Champerico,GT,14.3,-91.9167,81.81,73,95,4.29,overcast clouds
375,375,375,Puerto Escondido,MX,15.85,-97.0667,79.63,69,75,4.61,broken clouds
376,376,376,Samarai,PG,-10.6167,150.6667,78.69,84,99,16.98,overcast clouds
377,377,377,Saint Charles,US,38.7667,-90.7335,79.09,79,0,1.01,clear sky
378,378,378,Phangnga,TH,8.4509,98.5298,86.04,73,88,4.83,overcast clouds
379,379,379,Port Hardy,CA,50.6996,-127.4199,68.18,68,20,8.05,few clouds
380,380,380,Pacific Grove,US,36.6177,-121.9166,77.2,77,20,9.22,few clouds
381,381,381,Labuhan,ID,-6.8844,112.2051,83.57,72,16,5.17,few clouds
382,382,382,Alugan,PH,12.2188,125.4808,84.31,72,100,4.07,overcast clouds
383,383,383,Bouza,NE,14.4229,6.0428,74.66,64,49,11.12,scattered clouds
384,384,384,San Andres,CO,12.5847,-81.7006,82.42,83,75,9.22,broken clouds
385,385,385,Saquarema,BR,-22.92,-42.5103,65.17,82,24,7.99,few clouds
386,386,386,Griffith,US,41.5284,-87.4237,71.53,70,0,11.5,clear sky
387,387,387,Nurota,UZ,40.5614,65.6886,70.52,38,0,10.54,clear sky
388,388,388,Susangerd,IR,31.5608,48.1831,94.96,20,0,13.33,clear sky
389,389,389,Dicabisagan,PH,17.0818,122.4157,86.29,66,96,2.1,overcast clouds
390,390,390,Kapiri Mposhi,ZM,-13.9652,28.6809,54.46,55,5,5.35,clear sky
391,391,391,Wharton,US,29.3116,-96.1027,84.97,92,0,10.36,clear sky
392,392,392,Nantucket,US,41.2835,-70.0995,70.02,72,0,3.44,clear sky
393,393,393,Smolensk,RU,55.0,33.0,54.18,76,0,3.76,clear sky
394,394,394,Nanton,CA,50.3501,-113.7687,81.81,60,48,25.32,scattered clouds
395,395,395,Lasa,IT,46.6166,10.7002,63.48,91,58,2.84,broken clouds
396,396,396,Gap,FR,44.6667,6.0,50.83,76,58,3.38,broken clouds
397,397,397,Guerrero Negro,MX,27.9769,-114.0611,73.65,77,6,18.75,clear sky
398,398,398,Igarka,RU,67.4667,86.5833,52.52,64,100,5.37,overcast clouds
399,399,399,Vostok,RU,46.4856,135.8833,64.18,85,15,5.23,few clouds
400,400,400,Clyde River,CA,70.4692,-68.5914,50.23,71,75,3.44,broken clouds
401,401,401,Lorengau,PG,-2.0226,147.2712,81.84,78,100,3.96,light rain
402,402,402,Hambantota,LK,6.1241,81.1185,80.94,94,20,8.05,few clouds
403,403,403,Nuoro,IT,40.3211,9.3297,65.28,74,0,2.26,clear sky
404,404,404,Muros,ES,42.7762,-9.0603,61.84,93,0,2.86,clear sky
405,405,405,Saint-Francois,FR,46.4154,3.9054,58.68,77,0,2.3,clear sky
406,406,406,Jacareacanga,BR,-6.2222,-57.7528,79.14,52,58,1.48,broken clouds
407,407,407,Motygino,RU,58.1831,94.7592,60.4,62,0,5.91,clear sky
408,408,408,Hay River,CA,60.8156,-115.7999,62.58,51,40,5.75,scattered clouds
409,409,409,Cidreira,BR,-30.1811,-50.2056,59.54,86,0,11.52,clear sky
410,410,410,Rantepao,ID,-2.9701,119.8978,78.87,64,94,2.33,overcast clouds
411,411,411,Fuxin,CN,42.0156,121.6589,80.4,65,100,2.55,overcast clouds
412,412,412,Visby,SE,57.6409,18.296,62.82,94,3,5.75,clear sky
413,413,413,Chara,RU,56.9064,118.2631,63.21,61,100,1.39,overcast clouds
414,414,414,Lagunas,PE,-5.2269,-75.6753,72.18,88,12,2.89,few clouds
415,415,415,Crotone,IT,39.0851,17.1178,73.18,71,8,5.41,clear sky
416,416,416,Kanakapura,IN,12.55,77.4167,70.7,84,89,11.14,overcast clouds
417,417,417,Namatanai,PG,-3.6667,152.4333,84.33,67,96,10.74,light rain
418,418,418,Paamiut,GL,61.994,-49.6678,42.78,91,0,1.54,clear sky
419,419,419,Verkhnevilyuysk,RU,63.4453,120.3167,62.98,75,98,5.08,overcast clouds
420,420,420,Devin,BG,41.7433,24.4,61.41,87,100,1.48,overcast clouds
421,421,421,Sarkand,KZ,45.41,79.9186,75.04,38,100,2.59,overcast clouds
422,422,422,Tynda,RU,55.1667,124.7167,54.72,97,100,2.46,light rain
423,423,423,Arivonimamo,MG,-19.0167,47.1833,51.85,86,30,9.95,scattered clouds
424,424,424,Benguela,AO,-12.5763,13.4055,68.32,84,100,4.65,overcast clouds
425,425,425,Camacha,PT,33.0833,-16.3333,65.62,77,20,5.75,few clouds
426,426,426,New Waterford,US,40.8451,-80.6145,65.25,76,0,1.01,clear sky
427,427,427,Pitimbu,BR,-7.4706,-34.8086,75.79,82,8,4.7,clear sky
428,428,428,Pontian Kecil,MY,1.4801,103.3899,86.32,75,21,4.97,few clouds
429,429,429,San Miguel El Alto,MX,21.0167,-102.35,67.8,55,100,5.57,overcast clouds
430,430,430,Kang,BW,-23.6752,22.7876,57.76,26,0,8.66,clear sky
431,431,431,Rocha,UY,-34.4833,-54.3333,46.81,93,0,5.99,clear sky
432,432,432,Coahuayana,MX,18.7333,-103.6833,79.07,89,100,1.57,overcast clouds
433,433,433,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,100,100,5.75,overcast clouds
434,434,434,Waterloo,CA,43.4668,-80.5164,60.73,58,0,4.61,clear sky
435,435,435,Shawnee,US,39.05,-95.7669,80.64,71,0,0.0,clear sky
436,436,436,Northam,GB,51.0333,-4.2167,66.38,53,0,5.91,clear sky
437,437,437,Jalu,LY,29.0331,21.5482,79.45,40,0,8.3,clear sky
438,438,438,Koutsouras,GR,35.0339,25.9469,79.11,56,0,13.09,clear sky
439,439,439,Mandera,KE,3.9366,41.867,73.65,60,62,13.33,broken clouds
440,440,440,Shelburne,CA,44.0787,-80.2041,56.59,73,0,8.34,clear sky
441,441,441,Dekar,BW,-21.5333,21.9333,59.23,22,0,8.01,clear sky
442,442,442,Tokmak,UA,47.2514,35.7058,70.95,73,100,13.33,overcast clouds
443,443,443,Narsaq,GL,60.9167,-46.05,46.62,81,11,3.49,few clouds
444,444,444,Ribeira Brava,PT,32.65,-17.0667,70.43,78,24,1.34,few clouds
445,445,445,Sola,VU,-13.8833,167.55,77.92,70,93,24.36,overcast clouds
446,446,446,Zarautz,ES,43.2844,-2.1699,75.45,84,6,2.71,clear sky
447,447,447,Khelyulya,RU,61.7333,30.6833,56.55,86,43,5.01,scattered clouds
448,448,448,Adana,TR,36.985,35.2881,81.12,89,40,3.44,scattered clouds
449,449,449,Gravelbourg,CA,49.8834,-106.5512,70.07,50,27,12.95,scattered clouds
450,450,450,Whitecourt,CA,54.1502,-115.6855,76.24,43,75,9.22,broken clouds
451,451,451,Tselinnoye,RU,53.0833,85.6667,64.49,81,50,4.79,light rain
452,452,452,Acaponeta,MX,22.4964,-105.3594,80.56,84,73,3.09,broken clouds
453,453,453,Plettenberg Bay,ZA,-34.0527,23.3716,57.25,84,100,5.53,overcast clouds
454,454,454,Mitchell,US,43.7094,-98.0298,81.1,78,0,17.27,clear sky
455,455,455,Sabha,LY,27.0377,14.4283,81.55,28,0,11.27,clear sky
456,456,456,North Bay,CA,46.3168,-79.4663,60.94,71,0,3.44,clear sky
457,457,457,Bolshevik,BY,54.0065,27.5692,60.42,77,0,6.62,clear sky
458,458,458,Constitucion,CL,-35.3333,-72.4167,47.43,87,0,3.2,clear sky
459,459,459,Peniche,PT,39.3558,-9.3811,66.29,96,0,3.74,clear sky
460,460,460,Caibarien,CU,22.5206,-79.4669,79.92,77,12,13.53,few clouds
461,461,461,Vanino,RU,49.0869,140.2543,61.54,91,100,2.39,overcast clouds
462,462,462,Sur,OM,22.5667,59.5289,89.24,57,100,4.52,overcast clouds
463,463,463,Ust-Shonosha,RU,61.1531,41.343,59.0,74,95,9.62,overcast clouds
464,464,464,Dargaville,NZ,-35.9333,173.8833,54.77,58,7,12.37,clear sky
465,465,465,Zubtsov,RU,56.1753,34.5894,54.57,77,4,2.82,clear sky
466,466,466,Campbell River,CA,50.0163,-125.2446,77.38,44,20,3.44,few clouds
467,467,467,Umm Bab,QA,25.2142,50.8072,93.58,46,6,12.95,clear sky
468,468,468,Westport,US,41.1415,-73.3579,77.27,84,0,6.91,clear sky
469,469,469,Karpogory,RU,64.0019,44.4451,59.07,94,72,10.2,broken clouds
470,470,470,Bairiki,KI,1.3292,172.9752,86.0,74,20,9.22,few clouds
471,471,471,Lewistown,US,40.5992,-77.5714,74.8,43,0,8.05,clear sky
472,472,472,Camana,PE,-16.6228,-72.7111,61.32,79,36,6.64,scattered clouds
473,473,473,Gizo,SB,-8.103,156.8419,82.94,72,100,6.31,light rain
474,474,474,Klaksvik,FO,62.2266,-6.589,52.72,88,33,11.65,scattered clouds
475,475,475,Nakama,JP,33.8167,130.7,89.46,79,99,5.01,overcast clouds
476,476,476,Katsuura,JP,35.1333,140.3,84.63,76,10,20.04,clear sky
477,477,477,Kongolo,CD,-5.3833,27.0,73.38,44,100,3.44,overcast clouds
478,478,478,Nilopolis,BR,-22.8075,-43.4139,67.68,88,100,4.61,overcast clouds
479,479,479,Portel,BR,-1.9356,-50.8211,75.6,84,43,2.17,scattered clouds
480,480,480,Asyut,EG,27.181,31.1837,82.04,29,3,7.34,clear sky
481,481,481,Twentynine Palms,US,34.1356,-116.0542,100.54,25,50,8.01,scattered clouds
482,482,482,Bandarbeyla,SO,9.4942,50.8122,77.67,69,89,27.16,overcast clouds
483,483,483,Vallenar,CL,-28.5708,-70.7581,56.73,74,100,1.3,overcast clouds
484,484,484,Salalah,OM,17.0151,54.0924,75.29,100,100,4.61,light intensity drizzle
485,485,485,San Patricio,US,28.017,-97.5169,86.09,78,100,3.47,overcast clouds
486,486,486,Vao,NC,-22.6667,167.4833,68.68,59,8,20.62,clear sky
487,487,487,Luderitz,,-26.6481,15.1594,54.66,90,7,8.52,clear sky
488,488,488,Pangai,TO,-19.8,-174.35,80.71,65,40,8.05,scattered clouds
489,489,489,Makarov,RU,48.6333,142.8,65.41,88,89,4.99,overcast clouds
490,490,490,Bom Jesus Da Lapa,BR,-13.255,-43.4181,75.79,35,0,6.46,clear sky
491,491,491,Uberlandia,BR,-18.9186,-48.2772,56.41,67,0,8.05,clear sky
492,492,492,Novobirilyussy,RU,56.9514,90.6661,64.35,52,59,5.48,broken clouds
493,493,493,Vilhena,BR,-12.7406,-60.1458,63.61,69,0,2.19,clear sky
494,494,494,Duobao,CN,30.67,112.6895,92.7,59,10,15.75,clear sky
495,495,495,Bichura,RU,50.5881,107.6022,71.73,45,10,8.48,clear sky
496,496,496,Padang,ID,-0.9492,100.3543,84.25,74,36,3.18,scattered clouds
497,497,497,Mbala,ZM,-8.8402,31.3659,55.2,65,18,9.66,few clouds
498,498,498,Masallatah,LY,32.6167,14.0,73.9,78,0,5.01,clear sky
499,499,499,Magdagachi,RU,53.45,125.8,61.2,74,100,2.55,overcast clouds
500,500,500,Asau,RO,46.4333,26.4,58.28,78,1,4.88,clear sky
501,501,501,Batagay-Alyta,RU,67.8006,130.4114,51.24,70,100,8.72,overcast clouds
502,502,502,Nushki,PK,29.5542,66.0215,87.04,21,34,4.59,scattered clouds
503,503,503,Mabaruma,GY,8.2,-59.7833,73.35,98,4,2.13,clear sky
504,504,504,Greencastle,US,39.6445,-86.8647,73.26,90,0,5.75,clear sky
505,505,505,North Bend,US,43.4065,-124.2243,68.23,97,20,4.61,few clouds
506,506,506,Suffolk,US,40.8668,-72.7996,76.86,90,0,4.61,clear sky
507,507,507,Caravelas,BR,-17.7125,-39.2481,72.55,71,24,11.5,few clouds
508,508,508,Rochester,US,43.1548,-77.6156,73.31,72,0,6.91,clear sky
509,509,509,Lucapa,AO,-8.4192,20.7447,60.51,28,92,4.81,overcast clouds
510,510,510,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.12,96,33,3.11,scattered clouds
511,511,511,Piney Green,US,34.716,-77.3202,82.9,80,75,5.75,broken clouds
512,512,512,Manjeshwar,IN,12.7194,74.8861,77.95,85,44,11.99,scattered clouds
513,513,513,Dom Pedrito,BR,-30.9828,-54.6731,48.58,92,0,6.53,clear sky
514,514,514,Waddan,LY,29.1614,16.139,78.12,34,0,8.9,clear sky
515,515,515,Umm Lajj,SA,25.0213,37.2685,86.05,77,42,6.78,scattered clouds
516,516,516,Maryville,US,35.7565,-83.9705,75.45,96,20,0.0,few clouds
517,517,517,Shuangcheng,CN,45.35,126.2833,74.88,58,7,4.63,clear sky
518,518,518,Numan,NG,9.4667,12.0333,72.21,93,99,7.4,overcast clouds
519,519,519,Birin,NP,26.8865,88.0718,70.21,80,64,3.76,broken clouds
520,520,520,Alofi,NU,-19.0595,-169.9187,82.29,74,84,11.5,broken clouds
521,521,521,Zhanakorgan,KZ,43.9098,67.2495,82.53,28,0,11.12,clear sky
522,522,522,Voi,KE,-3.3945,38.563,64.18,88,91,7.38,overcast clouds
523,523,523,Safranbolu,TR,41.2508,32.6942,63.36,89,62,1.45,broken clouds
524,524,524,Weligama,LK,5.9667,80.4167,80.85,82,36,11.52,scattered clouds
525,525,525,Erzurum,TR,40.0,41.5,62.28,85,0,5.12,clear sky
526,526,526,Aranos,,-24.1333,19.1167,54.93,12,1,6.87,clear sky
527,527,527,Tshikapa,CD,-6.4167,20.8,68.14,26,92,2.71,overcast clouds
528,528,528,Deyang,CN,31.1302,104.382,86.99,69,80,3.94,broken clouds
529,529,529,Yumen,CN,40.2833,97.2,85.51,23,84,18.97,broken clouds
530,530,530,Port Hueneme,US,34.1478,-119.1951,85.26,75,0,14.97,clear sky
531,531,531,Shalya,RU,57.2471,58.7298,56.71,74,18,8.52,few clouds
532,532,532,Pueblo Nuevo,MX,23.3833,-105.3833,56.68,93,100,3.96,overcast clouds
533,533,533,Koroni,GR,36.8,21.95,78.08,65,16,4.29,few clouds
534,534,534,Ulan-Ude,RU,51.8261,107.6098,67.89,52,75,4.47,broken clouds
535,535,535,Kifri,IQ,34.6959,44.9661,88.29,29,0,11.79,clear sky
536,536,536,Kirakira,SB,-10.4544,161.9205,81.43,81,98,8.12,light rain
537,537,537,Arinos,BR,-15.9169,-46.1056,65.17,37,100,1.43,overcast clouds
538,538,538,Asfi,MA,32.2994,-9.2372,70.14,83,0,12.73,clear sky
539,539,539,Paracuru,BR,-3.41,-39.0306,80.11,86,63,12.06,broken clouds
540,540,540,San Lawrenz,MT,36.0553,14.204,76.86,85,0,3.6,clear sky
541,541,541,Haines Junction,CA,60.7522,-137.5108,60.64,78,94,3.96,overcast clouds
542,542,542,Rehoboth,,-23.3167,17.0833,53.87,19,0,3.11,clear sky
543,543,543,Nabire,ID,-3.3667,135.4833,86.77,61,7,4.21,clear sky
544,544,544,Katherine,AU,-14.4667,132.2667,86.32,45,40,12.66,scattered clouds
545,545,545,Yichang,CN,30.7144,111.2847,98.94,46,19,4.34,few clouds
546,546,546,Taoudenni,ML,22.6783,-3.9836,95.09,15,0,6.02,clear sky
547,547,547,Manyana,BW,-23.4,21.7167,54.91,27,0,9.42,clear sky
548,548,548,Takoradi,GH,4.8845,-1.7554,73.72,85,95,6.8,overcast clouds
549,549,549,Mount Isa,AU,-20.7333,139.5,73.17,28,42,9.22,scattered clouds
550,550,550,Ondjiva,AO,-17.0667,15.7333,55.13,20,0,4.76,clear sky
551,551,551,Abu Dhabi,AE,24.4667,54.3667,93.22,79,100,2.3,overcast clouds
552,552,552,Aklavik,CA,68.2191,-135.0107,63.32,50,58,10.67,broken clouds
553,553,553,Vardo,NO,70.3705,31.1107,51.78,82,100,23.02,overcast clouds
554,554,554,Krasnoarmeysk,RU,51.0239,45.6969,66.45,83,6,9.98,clear sky
555,555,555,Le Port,RE,-20.9373,55.2919,66.25,71,5,8.59,clear sky
556,556,556,Kingman,US,35.1894,-114.053,90.88,60,75,8.05,broken clouds
557,557,557,Loa Janan,ID,-0.583,117.095,89.64,60,97,0.85,overcast clouds
558,558,558,Troitsko-Pechorsk,RU,62.7084,56.1964,58.71,75,100,7.4,overcast clouds
559,559,559,Dalby,AU,-27.1833,151.2667,70.99,42,100,3.0,overcast clouds
560,560,560,Koungou,YT,-12.7336,45.2042,74.91,73,20,12.66,few clouds
561,561,561,Bonnyville,CA,54.2668,-110.735,78.6,64,62,6.85,broken clouds
562,562,562,Antofagasta,CL,-23.65,-70.4,56.48,81,13,5.28,few clouds
563,563,563,Whitehorse,CA,60.7161,-135.0538,65.01,73,75,8.01,broken clouds
564,564,564,Mikumi,TZ,-7.4041,36.9831,65.64,82,100,2.57,light rain
565,565,565,Samana,DO,19.2056,-69.3369,79.02,85,17,8.21,few clouds
566,566,566,Mangan,IN,27.5167,88.5333,85.23,68,34,4.65,scattered clouds
567,567,567,Broken Hill,AU,-31.95,141.4333,60.44,44,17,21.88,few clouds
568,568,568,Nishihara,JP,26.1842,127.7558,88.88,77,40,6.91,scattered clouds
569,569,569,Oga,IT,46.4631,10.347,56.08,93,39,2.28,scattered clouds
570,570,570,Kungurtug,RU,50.5994,97.5228,56.86,85,100,2.91,overcast clouds
571,571,571,Port Hedland,AU,-20.3167,118.5667,75.25,23,36,24.16,scattered clouds
572,572,572,Sundargarh,IN,22.1167,84.0333,74.88,98,100,8.46,overcast clouds
573,573,573,Coquimbo,CL,-29.9533,-71.3436,53.33,82,100,4.61,overcast clouds
574,574,574,Yendi,GH,9.4427,-0.0099,74.1,89,100,5.03,overcast clouds
575,575,575,Tuatapere,NZ,-46.1333,167.6833,46.96,73,73,5.01,broken clouds
576,576,576,Okmulgee,US,35.6234,-95.9605,85.86,61,0,7.72,clear sky
577,577,577,Kizukuri,JP,40.8061,140.3861,82.11,85,90,11.14,light rain
578,578,578,Las Guacamayas,MX,18.0167,-102.2167,79.43,85,100,1.52,overcast clouds
579,579,579,Tazovskiy,RU,67.4667,78.7,54.09,64,100,12.06,overcast clouds
580,580,580,Bereda,ES,43.2686,-7.5406,62.58,100,24,0.34,few clouds
581,581,581,Kieta,PG,-6.2167,155.6333,84.36,67,100,4.23,overcast clouds
582,582,582,Yomou,GN,7.5603,-9.2653,69.01,99,100,3.18,overcast clouds
583,583,583,Corinto,GR,37.9407,22.9573,72.9,61,1,2.73,clear sky
584,584,584,Belaya Gora,RU,68.5333,146.4167,60.71,52,98,14.54,overcast clouds
585,585,585,Camopi,GF,3.1655,-52.3158,71.82,98,39,2.73,scattered clouds
586,586,586,Roma,US,43.2128,-75.4557,65.62,85,75,1.99,light rain
587,587,587,Storozhevaya,RU,43.8789,41.4514,61.48,87,20,4.74,few clouds
588,588,588,Mazamari,PE,-11.3258,-74.5308,71.98,83,92,1.36,overcast clouds
589,589,589,Jizan,SA,17.3333,42.6667,81.54,75,100,3.02,overcast clouds
590,590,590,Sawtell,AU,-30.3833,153.1,64.42,59,100,8.05,heavy intensity rain
591,591,591,Najran,SA,17.4924,44.1277,81.25,43,88,3.53,overcast clouds
592,592,592,Turukhansk,RU,65.8167,87.9833,56.91,50,98,5.79,overcast clouds
593,593,593,Pyaozerskiy,RU,65.8333,31.1667,51.64,76,100,11.77,overcast clouds
594,594,594,Maceio,BR,-9.6658,-35.7353,72.84,88,0,4.61,clear sky
595,595,595,Barcelos,PT,41.5388,-8.6151,65.91,89,0,2.15,clear sky
596,596,596,Minab,IR,27.1467,57.0801,89.92,62,73,0.0,haze
597,597,597,West Wendover,US,40.7391,-114.0733,85.21,32,0,8.05,clear sky
598,598,598,Sindou,BF,10.6667,-5.1667,72.81,95,100,3.56,overcast clouds
599,599,599,Quartucciu,IT,39.2519,9.1794,73.0,69,0,10.0,clear sky
600,600,600,Stavern,NO,59.0,10.0333,59.31,92,6,6.8,clear sky
601,601,601,Miracema Do Tocantins,BR,-9.5618,-48.3967,78.89,34,0,4.34,clear sky
602,602,602,Nuuk,GL,64.1835,-51.7216,45.21,76,21,8.05,few clouds
603,603,603,Okha,RU,53.5739,142.9478,62.71,81,100,1.83,light rain
604,604,604,Kongoussi,BF,13.3258,-1.5347,79.36,75,100,5.41,moderate rain
605,605,605,Nelson Bay,AU,-32.7167,152.15,59.09,95,100,5.01,moderate rain
606,606,606,Aksu,CN,41.1231,80.2644,81.66,40,100,13.4,overcast clouds
607,607,607,Kalmunai,LK,7.4167,81.8167,83.08,65,73,2.15,broken clouds
608,608,608,Ejura,GH,7.3856,-1.3562,71.53,84,97,5.82,overcast clouds
609,609,609,Sheltozero,RU,61.3667,35.3667,61.59,87,65,12.06,broken clouds
610,610,610,Xiuyan,CN,40.2928,123.2744,80.28,75,72,6.62,broken clouds
611,611,611,Uray,RU,60.1247,64.7758,56.8,91,47,8.12,scattered clouds
612,612,612,Maldonado,UY,-34.6667,-54.9167,49.39,91,2,6.55,clear sky
613,613,613,The Valley,AI,18.217,-63.0578,82.81,77,100,17.69,overcast clouds
614,614,614,Puerto Leguizamo,CO,-0.1934,-74.7819,69.71,99,26,1.57,scattered clouds
615,615,615,Isla Vista,US,34.4133,-119.861,82.99,62,0,5.75,clear sky
616,616,616,Faenza,IT,44.2857,11.8833,73.26,43,97,2.51,light rain
617,617,617,Lanzhou,CN,36.0564,103.7922,83.89,55,85,2.59,overcast clouds
618,618,618,Basco,PH,20.4487,121.9702,84.81,70,11,6.67,few clouds
619,619,619,Kouroussa,GN,10.65,-9.8833,70.45,97,100,7.47,overcast clouds
620,620,620,Maxixe,MZ,-23.8597,35.3472,65.19,83,0,6.4,clear sky
621,621,621,Tabas,IR,33.5959,56.9244,77.76,20,0,7.27,clear sky
622,622,622,Nichinan,JP,31.6,131.3667,89.28,60,99,2.73,overcast clouds
623,623,623,Pilar,BR,-9.5972,-35.9567,71.53,95,3,4.97,clear sky
624,624,624,Sistranda,NO,63.7256,8.834,49.96,79,92,7.94,overcast clouds
625,625,625,Lichinga,MZ,-13.3128,35.2406,53.42,63,2,7.78,clear sky
626,626,626,Maniitsoq,GL,65.4167,-52.9,41.47,87,92,3.15,overcast clouds
627,627,627,Bilibino,RU,68.0546,166.4372,63.05,70,97,6.04,light rain
628,628,628,Litovko,RU,49.2361,135.1742,59.79,93,99,4.61,overcast clouds
629,629,629,Ugoofaaru,MV,5.6667,73.0,81.54,81,60,10.04,broken clouds
630,630,630,Rakiv Lis,UA,51.6217,24.9243,59.5,93,48,5.26,scattered clouds
631,631,631,Kulhudhuffushi,MV,6.6221,73.07,81.73,81,44,11.74,scattered clouds
632,632,632,Corn Island,NI,12.1694,-83.0418,80.92,84,100,13.15,overcast clouds
